"title","description","tags","category"
"Refill coffee filters after work","A shopping list item should be acquired soon.","shopping,office,stationery","SHOPPING"
"Grab coffee filters for home","The user needs to compare or purchase a product.","shopping,kitchen,cooking","SHOPPING"
"Buy toothpaste tube from the store","This is a purchase restock grocery or household shopping task.","shopping,groceries,food","SHOPPING"
"Order toothpaste tube online","Something at home is missing low or needs replacement.","shopping,home,essentials","SHOPPING"
"Restock toothpaste tube while nearby","The task involves buying supplies food electronics or essentials.","shopping,electronics,accessories","SHOPPING"
"Pick up toothpaste tube for the kitchen","A shopping list item should be acquired soon.","shopping,cleaning,supplies","SHOPPING"
"Replace toothpaste tube today","The user needs to compare or purchase a product.","shopping,office,stationery","SHOPPING"
"Find toothpaste tube before weekend","This is a purchase restock grocery or household shopping task.","shopping,kitchen,cooking","SHOPPING"
"Odd finance blip 1","Small money task that should not be missed","finance,short,weird","FINANCE"
"Odd health blip 1","Brief health habit reminder","health,short,weird","HEALTH"
"Odd health blip 2","Unusual wellness note to handle","health,short,weird","HEALTH"
"Odd personal blip 1","Tiny personal reminder","personal,short,weird","PERSONAL"
"Odd personal blip 2","Odd private-life note to revisit","personal,short,weird","PERSONAL"
"Party all night","Go out for a long party and have fun","party,night,slang","ENTERTAINMENT"
"Merg la party toata noaptea","Petrecere cu prietenii pana tarziu","party,noapte,distractie","ENTERTAINMENT"
"Grind ranked tonight","Play ranked games for several hours","gaming,ranked,slang","ENTERTAINMENT"
"Grind pe ranked toata noaptea","Sesiune lunga de joc competitiv","gaming,ranked,distractie","ENTERTAINMENT"
"Farm battle pass xp","Play matches to collect battle pass rewards","gaming,battle-pass,xp","ENTERTAINMENT"
"Need to farm battle pass xp","Spend time gaming to unlock rewards","gaming,battle-pass,slang","ENTERTAINMENT"
"Joia jucatorilor","Pregatire pentru seara de gaming cu grupul","gaming,social,distractie","ENTERTAINMENT"
"Pregatire pentru joia jucatorilor","Prepare the gaming night with friends","gaming,jucatori,distractie","ENTERTAINMENT"
"Movie night badly","Watch a film because I need fun time","movies,relax,slang","ENTERTAINMENT"
"Need movie night badly","Plan a relaxing movie evening","movies,night,distractie","ENTERTAINMENT"
"Need some fun","Find something entertaining to do","fun,relax,entertainment","ENTERTAINMENT"
"Vreau ceva fun","Cauta o activitate distractiva","fun,distractie,slang","ENTERTAINMENT"
"Vreau sa ies din casa","Go out for social time or fun, not shopping","go-out,social,entertainment","ENTERTAINMENT"
"M-am saturat de stat in casa","Go out and do something enjoyable","iesire,social,distractie","ENTERTAINMENT"
"Club tonight","Merg la club diseara","club,party,night","ENTERTAINMENT"
"Petrecere toata ziua","Party plan for the whole day","party,social,distractie","ENTERTAINMENT"
"Netflix si shut down","Watch streaming content and disconnect","streaming,relax,slang","ENTERTAINMENT"
"Need brain candy","Choose light entertainment after a hard day","relax,fun,slang","ENTERTAINMENT"
"Un meci rapid","Play one quick match online","gaming,online,slang","ENTERTAINMENT"
"Bag un ranked","Play a ranked gaming match","gaming,ranked,romanian-slang","ENTERTAINMENT"
"Trebuie sa rezolv ceva","Generic unclear task with no specific domain","vague,unclear,other","OTHER"
"Need to figure things out","Unclear life admin or miscellaneous problem","vague,unclear,other","OTHER"
"Mai trebuie ceva pentru maine","Something unspecified is needed for tomorrow","vague,reminder,other","OTHER"
"I forgot something important","Unspecified forgotten item or task","vague,forgot,other","OTHER"
"Camera e un haos","Room is messy and needs sorting","mess,room,home","OTHER"
"Ceva nu merge","Unknown issue with no clear work context","vague,broken,other","OTHER"
"Totul e dezordonat","General mess needs organization","vague,mess,organize","OTHER"
"Need to fix this mess","Generic messy situation needs cleanup","vague,mess,other","OTHER"
"Am uitat unde am pus chestia aia","Find a misplaced unspecified thing","vague,lost,other","OTHER"
"Fix my schedule","General schedule cleanup without work context","schedule,organize,other","OTHER"
"Unde am pus aia","Cauta obiectul pierdut","lost,vague,other","OTHER"
"Am de rezolvat o chestie","Unclear task with missing details","vague,chestie,other","OTHER"
"Something feels off","Generic issue needs checking","vague,issue,other","OTHER"
"Need to sort stuff out","Unclear miscellaneous organization task","vague,organize,other","OTHER"
"Rezolva chestia aia","Task is too vague to classify elsewhere","vague,unclear,other","OTHER"
"Problema random","Unspecified problem needs attention","vague,problem,other","OTHER"
"Life admin stuff","General admin chores and small tasks","admin,vague,other","OTHER"
"Aia de maine","Unclear reminder for tomorrow","vague,reminder,other","OTHER"
"Chestii de facut","Generic list of things to do","vague,todo,other","OTHER"
"Sort the chaos","General cleanup and organization","chaos,organize,other","OTHER"
"Sunt prea obosit","Low energy and fatigue need rest","oboseala,somn,sanatate","HEALTH"
"Vreau doar sa dorm o saptamana","Extreme tiredness and need for sleep","somn,oboseala,sanatate","HEALTH"
"Need to slow down","Reduce pace and recover from overload","stress,rest,wellness","HEALTH"
"Nu ma simt prea bine","Feeling unwell and may need care","simptome,sanatate,romanian","HEALTH"
"Am nevoie de pauza","Odihna si recuperare din oboseala","pauza,odihna,sanatate","HEALTH"
"Brain is fried","Mental fatigue needs a break","fatigue,mental-health,slang","HEALTH"
"Burned out today","Stress and exhaustion need recovery","burnout,stress,health","HEALTH"
"I am cooked","Very tired and need rest","slang,oboseala,health","HEALTH"
"Ma simt terminat","Exhausted and need recovery","oboseala,odihna,sanatate","HEALTH"
"Gambling all day and night","Possible harmful habit needs health attention","addiction,risk,health","HEALTH"
"Prea mult gambling","Reduce risky gambling behavior","addiction,mental-health,risk","HEALTH"
"Need sleep asap","Go to sleep as soon as possible","sleep,urgent,health","HEALTH"
"Capul meu e praf","Headache or mental fatigue needs rest","durere,oboseala,sanatate","HEALTH"
"No more screen brain","Take a break from screens","screen-time,wellness,health","HEALTH"
"Anxiety spiral","Calm down and manage anxiety","anxiety,mental-health,slang","HEALTH"
"Panic mode","Use coping steps for panic or stress","panic,stress,health","HEALTH"
"I need air","Take a walk or breathing break","breathing,wellness,health","HEALTH"
"Ma doare tot","Body aches need care or rest","durere,sanatate,rest","HEALTH"
